rank,book_name,author,rating_value,rating_count,meta_score_num,number_of_voted_num,book_url,page,Cluster
146.0,"The Anatomist's Wife (Lady Darby Mystery, #1)",Anna Lee Huber,3.96,20316,4080,43,https://www.goodreads.com/book/show/13542496-the-anatomist-s-wife,2,2
147.0,"The Mermaids Singing (Tony Hill & Carol Jordan, #1)",Val McDermid,3.95,28659,4055,43,https://www.goodreads.com/book/show/459386.The_Mermaids_Singing,2,2
148.0,"Being a Witch, and Other Things I Didn't Ask For",Sara Pascoe,4.27,27014,3965,42,https://www.goodreads.com/book/show/34186576-being-a-witch-and-other-things-i-didn-t-ask-for,2,2
149.0,"Her Royal Spyness (Her Royal Spyness Mysteries, #1)",Rhys Bowen,3.83,42588,3951,42,https://www.goodreads.com/book/show/383514.Her_Royal_Spyness,2,2
150.0,"The Somerset Slayings (DI Haig Crime Thrillers, #1)",David J. Gatward,4.32,4184,3935,42,https://www.goodreads.com/book/show/210263630-the-somerset-slayings,2,2
151.0,"Vera Wong's Unsolicited Advice for Murderers (Vera Wong, #1)",Jesse Q. Sutanto,4.01,236447,3910,41,https://www.goodreads.com/book/show/61827543-vera-wong-s-unsolicited-advice-for-murderers,2,2
152.0,"The Nowhere Man (Orphan X, #2)",Gregg Hurwitz,4.16,33260,3905,41,https://www.goodreads.com/book/show/40996287-the-nowhere-man,2,2
153.0,Kornelia,Paloma Estrada,4.81,74,3895,39,https://www.goodreads.com/book/show/239100106-kornelia,2,1
154.0,True North: The Complete Trilogy,Keith Landry,4.68,60,3891,39,https://www.goodreads.com/book/show/249015135-true-north,2,1
155.0,"Birdman (Jack Caffery, #1)",Mo Hayder,3.89,27110,3883,42,https://www.goodreads.com/book/show/130260.Birdman,2,2
156.0,What Lies in the Woods,Kate Alice Marshall,3.94,217443,3815,40,https://www.goodreads.com/book/show/60784373-what-lies-in-the-woods,2,2
157.0,"A Lady's Guide to Etiquette and Murder (Countess of Harleigh Mystery, #1)",Dianne Freeman,3.82,17476,3789,40,https://www.goodreads.com/book/show/36630895-a-lady-s-guide-to-etiquette-and-murder,2,2
158.0,"Hart's Ridge (Hart's Ridge, #1)",Kay Bratt,4.31,20091,3781,40,https://www.goodreads.com/book/show/62711955-hart-s-ridge,2,2
159.0,Gentlemen and Players,Joanne Harris,3.95,19618,3779,39,https://www.goodreads.com/book/show/15102.Gentlemen_and_Players,2,2
160.0,Atlas Shrugged,Ayn Rand,3.69,411832,3773,41,https://www.goodreads.com/book/show/662.Atlas_Shrugged,2,2
161.0,All the Sinners Bleed,S.A. Cosby,4.19,148525,3754,39,https://www.goodreads.com/book/show/61884832-all-the-sinners-bleed,2,2
162.0,"Kiss the Girls (Alex Cross, #2)",James Patterson,4.01,359294,3753,44,https://www.goodreads.com/book/show/13148.Kiss_the_Girls,2,2
163.0,"Every Dead Thing (Charlie Parker, #1)",John Connolly,3.95,34791,3746,40,https://www.goodreads.com/book/show/175242.Every_Dead_Thing,2,2
164.0,"Bruno, Chief of Police (Bruno, Chief of Police, #1)",Martin Walker,3.88,26103,3726,39,https://www.goodreads.com/book/show/3265305-bruno-chief-of-police,2,2
165.0,Les Misérables,Victor Hugo,4.22,864499,3724,41,https://www.goodreads.com/book/show/24280.Les_Mis_rables,2,2
166.0,"City of Glass (The Mortal Instruments, #3)",Cassandra Clare,4.27,1028764,3704,43,https://www.goodreads.com/book/show/3777732-city-of-glass,2,2
167.0,"Executive Orders (Jack Ryan, #8)",Tom Clancy,4.13,54538,3695,38,https://www.goodreads.com/book/show/19675.Executive_Orders,2,2
168.0,The Last Thing She Ever Did,Gregg Olsen,4.04,52844,3687,39,https://www.goodreads.com/book/show/35158801-the-last-thing-she-ever-did,2,2
169.0,"The Butterfly Garden (The Collector, #1)",Dot Hutchison,4.08,317693,3631,39,https://www.goodreads.com/book/show/29981261-the-butterfly-garden,2,2
170.0,"How to Solve Your Own Murder (Castle Knoll Files, #1)",Kristen Perrin,3.79,138577,3626,38,https://www.goodreads.com/book/show/181350367-how-to-solve-your-own-murder,2,2
171.0,"The Sum of All Fears (Jack Ryan, #6)",Tom Clancy,4.09,67937,3624,39,https://www.goodreads.com/book/show/34993.The_Sum_of_All_Fears,2,2
172.0,"The Hobbit, or There and Back Again",J.R.R. Tolkien,4.3,4622316,3610,43,https://www.goodreads.com/book/show/5907.The_Hobbit_or_There_and_Back_Again,2,2
173.0,The Fault in Our Stars,John Green,4.12,5875615,3595,41,https://www.goodreads.com/book/show/11870085-the-fault-in-our-stars,2,2
173.0,The Patient's Secret,Loreth Anne White,4.23,74672,3595,38,https://www.goodreads.com/book/show/57694667-the-patient-s-secret,2,2
175.0,"The Crucifix Killer (Robert Hunter, #1)",Chris Carter,4.28,45264,3555,38,https://www.goodreads.com/book/show/6479723-the-crucifix-killer,2,2
176.0,"The Puppet Show (Washington Poe, #1)",M.W. Craven,4.31,27496,3542,37,https://www.goodreads.com/book/show/39346652-the-puppet-show,2,2
177.0,The Count of Monte Cristo,Alexandre Dumas,4.34,1080130,3540,40,https://www.goodreads.com/book/show/7126.The_Count_of_Monte_Cristo,2,2
178.0,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,4.05,444081,3512,41,https://www.goodreads.com/book/show/7869.The_Bourne_Identity,2,2
179.0,"The Marlow Murder Club (Marlow Murder Club, #1)",Robert Thorogood,3.79,87835,3486,37,https://www.goodreads.com/book/show/50576230-the-marlow-murder-club,2,2
180.0,The Chestnut Man,Søren Sveistrup,4.21,92096,3476,37,https://www.goodreads.com/book/show/41154336-the-chestnut-man,2,2
181.0,Steel Blood,Gabriel F.W. Koch,4.32,7241,3466,39,https://www.goodreads.com/book/show/215598873-steel-blood,2,2
182.0,Deception Point,Dan Brown,3.77,709965,3423,38,https://www.goodreads.com/book/show/976.Deception_Point,2,2
183.0,"UNSUB (UNSUB, #1)",Meg Gardiner,4.05,18007,3413,36,https://www.goodreads.com/book/show/32811580-unsub,2,2
184.0,The Erkeley Shadows,Michael Wyndham Thomas,4.3,8035,3402,37,https://www.goodreads.com/book/show/202369408-the-erkeley-shadows,2,2
185.0,The Alchemist,Paulo Coelho,3.92,3744342,3401,38,https://www.goodreads.com/book/show/18144590-the-alchemist,2,2
186.0,"The Hunt for Red October (Jack Ryan, #3)",Tom Clancy,4.12,392989,3396,38,https://www.goodreads.com/book/show/19691.The_Hunt_for_Red_October,2,2
187.0,The Double Bind,Chris Bohjalian,3.64,30933,3380,35,https://www.goodreads.com/book/show/126807.The_Double_Bind,2,2
188.0,Never Let Me Go,Kazuo Ishiguro,3.85,910708,3310,38,https://www.goodreads.com/book/show/6334.Never_Let_Me_Go,2,2
189.0,We Were Liars,E. Lockhart,3.66,1479840,3282,37,https://www.goodreads.com/book/show/16143347-we-were-liars,2,2
190.0,The Woods,Harlan Coben,4.06,115107,3280,39,https://www.goodreads.com/book/show/43931.The_Woods,2,2
191.0,"A Beautiful Blue Death (Charles Lenox Mysteries, #1)",Charles Finch,3.66,18463,3279,35,https://www.goodreads.com/book/show/1044816.A_Beautiful_Blue_Death,2,2
192.0,Hidden Pictures,Jason Rekulak,4.13,687513,3256,34,https://www.goodreads.com/book/show/58724923-hidden-pictures,2,2
193.0,The Runaway Jury,John Grisham,4.03,318348,3238,38,https://www.goodreads.com/book/show/24192.The_Runaway_Jury,2,2
194.0,True North: A Nation Stands,Keith Landry,4.65,48,3177,32,https://www.goodreads.com/book/show/228423327-true-north,2,1
195.0,Who Has Buried the Dead?: From Stalin to Putin … The last great secret of World War Two,K.G.E. Konkel,4.32,1669,3154,35,https://www.goodreads.com/book/show/83171755-who-has-buried-the-dead,2,1
196.0,"The Jigsaw Man (Inspector Anjelica Henley, #1)",Nadine Matheson,3.88,20035,3131,33,https://www.goodreads.com/book/show/53331565-the-jigsaw-man,2,2
197.0,"Divergent (Divergent, #1)",Veronica Roth,4.13,4484152,3112,38,https://www.goodreads.com/book/show/13335037-divergent,2,2
198.0,Animal Farm,George Orwell,4.03,4795944,3042,37,https://www.goodreads.com/book/show/170448.Animal_Farm,2,2
199.0,"The Girl Who Kicked the Hornet’s Nest (Millennium, #3)",Stieg Larsson,4.25,788768,3017,37,https://www.goodreads.com/book/show/6892870-the-girl-who-kicked-the-hornet-s-nest,2,2
200.0,"The Shining (The Shining, #1)",Stephen King,4.28,1765644,3005,37,https://www.goodreads.com/book/show/11588.The_Shining,2,2
201.0,The Wrong Daughter,Dandy Smith,3.96,71048,2997,31,https://www.goodreads.com/book/show/199551453-the-wrong-daughter,3,2
202.0,The Maid's Diary,Loreth Anne White,4.2,125803,2985,31,https://www.goodreads.com/book/show/60588456-the-maid-s-diary,3,2
203.0,"The Last Olympian (Percy Jackson and the Olympians, #5)",Rick Riordan,4.56,1190603,2975,35,https://www.goodreads.com/book/show/4556058-the-last-olympian,3,2
204.0,Childhood’s End,Arthur C. Clarke,4.12,178457,2937,32,https://www.goodreads.com/book/show/414999.Childhood_s_End,3,2
205.0,The Coworker,Freida McFadden,3.73,655164,2934,31,https://www.goodreads.com/book/show/123423832-the-coworker,3,2
206.0,"Crossroads and the Dominion of Four (Crossroads, #2)",C. Toni Graham,4.3,3344,2923,33,https://www.goodreads.com/book/show/36954958-crossroads-and-the-dominion-of-four,3,1
207.0,Drowning,T.J. Newman,4.14,60692,2909,30,https://www.goodreads.com/book/show/59345230-drowning,3,2
208.0,"National Security (Jericho Quinn, #1)",Marc Cameron,4.13,9505,2902,30,https://www.goodreads.com/book/show/12827518-national-security,3,2
209.0,Those Empty Eyes,Charlie Donlea,4.13,116637,2901,30,https://www.goodreads.com/book/show/62984900-those-empty-eyes,3,2
210.0,Shadow's Siege (Shadow Island #15),Mary Stone,4.61,4618,2891,30,https://www.goodreads.com/book/show/209607645-shadow-s-siege,3,1
211.0,"The Maze Runner (The Maze Runner, #1)",James Dashner,4.06,1745334,2890,35,https://www.goodreads.com/book/show/6186357-the-maze-runner,3,2
212.0,"False Flag (Jason Trapp, #2)",Jack Slater,4.53,15662,2888,30,https://www.goodreads.com/book/show/51011287-false-flag,3,1
213.0,Code Red (Mitch Rapp #22),Kyle Mills,4.4,21816,2843,30,https://www.goodreads.com/book/show/109238891-code-red,3,1
214.0,The Odd and The Strange: A Collection of Very Short Fiction,Harvey Havel,4.33,1203,2839,31,https://www.goodreads.com/book/show/55869374-the-odd-and-the-strange,3,1
215.0,"Red Queen (Red Queen, #1)",Victoria Aveyard,3.97,1219942,2807,33,https://www.goodreads.com/book/show/22328546-red-queen,3,2
216.0,"Crossroads and the Himalayan Crystals (Crossroads, #1)",C. Toni Graham,4.33,11432,2800,33,https://www.goodreads.com/book/show/16220184-crossroads-and-the-himalayan-crystals,3,1
216.0,"Hell's Corner (The Camel Club, #5)",David Baldacci,4.2,45894,2800,30,https://www.goodreads.com/book/show/8045080-hell-s-corner,3,2
218.0,"Weapons Grade (Jack Ryan Jr, #17; Jack Ryan Universe, #36)",Don Bentley,4.32,7718,2757,29,https://www.goodreads.com/book/show/75480932-weapons-grade,3,1
219.0,The Locked Door,Freida McFadden,3.97,743663,2748,29,https://www.goodreads.com/book/show/57795665-the-locked-door,3,2
219.0,The Deserter (Scott Brodie & Maggie Taylor #1),Nelson DeMille,4.09,20413,2748,29,https://www.goodreads.com/book/show/44155068-the-deserter,3,2
221.0,"The Black Order (Tom Clancy's Op-Center, #20)",Jeff Rovin,3.9,1164,2733,28,https://www.goodreads.com/book/show/54860442-the-black-order,3,1
222.0,Paradox Effect: Time Travel and Purified DNA Merge to Halt the Collapse of Human Existence,Gabriel F.W. Koch,4.33,10005,2725,31,https://www.goodreads.com/book/show/27111181-paradox-effect,3,1
223.0,Never,Ken Follett,4.09,76257,2705,28,https://www.goodreads.com/book/show/57747930-never,3,2
224.0,"Quicker (Ell Donsaii, #1)",Laurence E. Dahners,4.33,4125,2692,28,https://www.goodreads.com/book/show/21642297-quicker,3,1
225.0,The Traitor's Emblem,Juan Gómez-Jurado,3.86,4391,2691,27,https://www.goodreads.com/book/show/10204213-the-traitor-s-emblem,3,0
226.0,The Assassin's Betrayal (Jason Drake #1),Auston King,4.29,6504,2688,28,https://www.goodreads.com/book/show/55622519-the-assassin-s-betrayal,3,1
227.0,"The Shaft: A Supernatural Thriller (The Global Calling, #1)",Scott B Delaney,4.85,165,2679,27,https://www.goodreads.com/book/show/58581309-the-shaft,3,1
228.0,Slaughterhouse-Five,Kurt Vonnegut Jr.,4.1,1525514,2671,33,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five,3,2
229.0,"Harry Potter and the Order of the Phoenix (Harry Potter, #5)",J.K. Rowling,4.5,3916664,2660,35,https://www.goodreads.com/book/show/2.Harry_Potter_and_the_Order_of_the_Phoenix,3,2
230.0,"Inferno (Robert Langdon, #4)",Dan Brown,3.91,609547,2657,32,https://www.goodreads.com/book/show/17212231-inferno,3,2
231.0,"Judgment Prey (Lucas Davenport, #33; Virgil Flowers, #15)",John Sandford,4.35,28948,2649,28,https://www.goodreads.com/book/show/91246894-judgment-prey,3,1
232.0,Brotherhood of the Goat (Alex Mason #10),David Archer,4.43,3113,2626,27,https://www.goodreads.com/book/show/174200954-brotherhood-of-the-goat,3,1
233.0,His Forefathers and Mick,Michael G. Kramer,4.3,8510,2602,30,https://www.goodreads.com/book/show/219849520-his-forefathers-and-mick,3,1
234.0,This Time Tomorrow,Emma Straub,3.8,166808,2599,27,https://www.goodreads.com/book/show/59089704-this-time-tomorrow,3,2
235.0,Dead Fall (Scot Harvath #22),Brad Thor,4.39,16860,2598,27,https://www.goodreads.com/book/show/63278248-dead-fall,3,1
236.0,"Just One Damned Thing After Another (The Chronicles of St Mary's, #1)",Jodi Taylor,3.87,54567,2589,27,https://www.goodreads.com/book/show/29661618-just-one-damned-thing-after-another,3,2
237.0,House Rules,Jodi Picoult,4.04,192930,2578,28,https://www.goodreads.com/book/show/6614960-house-rules,3,2
238.0,Murder in the Family,Cara Hunter,3.7,55363,2573,27,https://www.goodreads.com/book/show/63241097-murder-in-the-family,3,0
239.0,INNOCENT AGAIN: A LEGAL THRILLER (THE SECOND CHANCE NOVEL SERIES),Steven Decker,4.31,1000,2559,27,https://www.goodreads.com/book/show/228687345-innocent-again,3,1
240.0,The Magus,John Fowles,4.05,66266,2547,28,https://www.goodreads.com/book/show/16286.The_Magus,3,2
241.0,"Eclipse (The Twilight Saga, #3)",Stephenie Meyer,3.75,2037384,2540,30,https://www.goodreads.com/book/show/428263.Eclipse,3,2
242.0,"New Moon (The Twilight Saga, #2)",Stephenie Meyer,3.62,2178499,2538,30,https://www.goodreads.com/book/show/49041.New_Moon,3,2
244.0,The Importance of Being Earnest,Oscar Wilde,4.17,415519,2525,29,https://www.goodreads.com/book/show/92303.The_Importance_of_Being_Earnest,3,2
245.0,The Cases Nobody Wanted (O'Shaughnessy Investigations Inc. Mystery Series Book 1),A.G. Russo,4.35,2100,2522,28,https://www.goodreads.com/book/show/199121904-the-cases-nobody-wanted,3,1
246.0,"Good Girl, Bad Blood (A Good Girl's Guide to Murder, #2)",Holly Jackson,4.25,844568,2520,28,https://www.goodreads.com/book/show/51335759-good-girl-bad-blood,3,2
247.0,Blackbird (Hart's Ridge #9),Kay Bratt,4.59,6343,2514,26,https://www.goodreads.com/book/show/202763540-blackbird,3,1
248.0,"The Lightning Thief (Percy Jackson and the Olympians, #1)",Rick Riordan,4.31,3556680,2510,32,https://www.goodreads.com/book/show/28187.The_Lightning_Thief,3,2
249.0,Winter's Mourn (Winter Black #1),Mary Stone,4.28,36084,2507,26,https://www.goodreads.com/book/show/51018423-winter-s-mourn,3,2
250.0,"The Spy Coast (The Martini Club, #1)",Tess Gerritsen,4.3,119258,2497,26,https://www.goodreads.com/book/show/131068071-the-spy-coast,3,2
251.0,The Ministry of Time,Kaliane Bradley,3.55,266449,2491,26,https://www.goodreads.com/book/show/199798179-the-ministry-of-time,3,0
252.0,Legacy of Shadows: An International Crime Thriller (The Family Legacy Series),Carolyn M. Bowen,4.36,1468,2488,28,https://www.goodreads.com/book/show/209512366-legacy-of-shadows,3,1
253.0,The Goldfinch,Donna Tartt,3.97,1081326,2478,30,https://www.goodreads.com/book/show/17333223-the-goldfinch,3,2
253.0,"One Last Kill (Tracy Crosswhite, #10)",Robert Dugoni,4.48,26570,2478,26,https://www.goodreads.com/book/show/62059957-one-last-kill,3,1
255.0,"Lost Identity (Remmich/Miller, #1)",Karl Braungart,4.28,5861,2471,26,https://www.goodreads.com/book/show/59245765-lost-identity,3,1
256.0,"No Plan B (Jack Reacher, #27)",Lee Child,3.97,66618,2461,26,https://www.goodreads.com/book/show/60048804-no-plan-b,3,2
257.0,Possession,A.S. Byatt,3.9,86468,2458,27,https://www.goodreads.com/book/show/41219.Possession,3,2
258.0,Paper Towns,John Green,3.7,1519489,2450,28,https://www.goodreads.com/book/show/6442769-paper-towns,3,2
259.0,"Wicked: The Life and Times of the Wicked Witch of the West (The Wicked Years, #1)",Gregory Maguire,3.5,696783,2426,29,https://www.goodreads.com/book/show/37442.Wicked,3,0
260.0,"The Giver (Giver, #1)",Lois Lowry,4.12,2899674,2403,29,https://www.goodreads.com/book/show/3636.The_Giver,3,2
260.0,"Betrayal of Faith (Zachary Blake Legal Thriller, #1)",Mark M. Bello,4.32,3325,2403,27,https://www.goodreads.com/book/show/35879147-betrayal-of-faith,3,1
262.0,"The Hero of Ages (Mistborn, #3)",Brandon Sanderson,4.56,651783,2394,26,https://www.goodreads.com/book/show/2767793-the-hero-of-ages,3,2
263.0,Homo Cosmicus 2: Titan: A Science Fiction Novel,Todor Bombov,4.38,1747,2390,27,https://www.goodreads.com/book/show/61085357-homo-cosmicus-2,3,1
264.0,"Mistborn: The Final Empire (Mistborn, #1)",Brandon Sanderson,4.48,1075933,2375,27,https://www.goodreads.com/book/show/68428.Mistborn,3,2
265.0,The Woman in White,Wilkie Collins,4.02,171179,2364,29,https://www.goodreads.com/book/show/5890.The_Woman_in_White,3,2
266.0,"Off the Grid (Joe Pickett, #16)",C.J. Box,4.31,25814,2361,25,https://www.goodreads.com/book/show/25690957-off-the-grid,3,1
267.0,Victor's Blessing,Barbara Sontheimer,4.33,6153,2338,25,https://www.goodreads.com/book/show/63140926-victor-s-blessing,3,1
268.0,"The Last Sentinel (Clayton White, #2)",Simon Gervais,4.34,6262,2337,24,https://www.goodreads.com/book/show/59126607-the-last-sentinel,3,1
269.0,Black Eagle (Jason Trapp #6),Jack Slater,4.5,7117,2323,24,https://www.goodreads.com/book/show/57070959-black-eagle,3,1
270.0,"Before the Coffee Gets Cold (Before the Coffee Gets Cold, #1)",Toshikazu Kawaguchi,3.64,770310,2316,24,https://www.goodreads.com/book/show/44421460-before-the-coffee-gets-cold,3,0
271.0,James Ed Hoskins and the One-Room Schoolhouse: The Unprosecuted Crime Against Children,Shafter Bailey,4.38,861,2310,26,https://www.goodreads.com/book/show/191385541-james-ed-hoskins-and-the-one-room-schoolhouse,3,1
272.0,"The Hitchhiker’s Guide to the Galaxy (The Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,4.22,2073654,2309,29,https://www.goodreads.com/book/show/386162.The_Hitchhiker_s_Guide_to_the_Galaxy,3,2
273.0,"City of Ashes (The Mortal Instruments, #2)",Cassandra Clare,4.1,1010816,2295,29,https://www.goodreads.com/book/show/1582996.City_of_Ashes,3,2
274.0,How to Stop Time,Matt Haig,3.82,234380,2294,24,https://www.goodreads.com/book/show/45152372-how-to-stop-time,3,0
275.0,"A Team of One (Unsanctioned Asset, #1)",Brad Lee,4.55,7570,2293,24,https://www.goodreads.com/book/show/59354407-a-team-of-one,3,1
276.0,An Old Soul,M. Kevin Hayden,3.96,418,2281,24,https://www.goodreads.com/book/show/233004379-an-old-soul,3,1
277.0,"The Lace Reader (Salem, #1)",Brunonia Barry,3.48,29563,2270,24,https://www.goodreads.com/book/show/1951125.The_Lace_Reader,3,0
278.0,Confessions of an Ugly Stepsister,Gregory Maguire,3.55,62906,2261,24,https://www.goodreads.com/book/show/18943.Confessions_of_an_Ugly_Stepsister,3,0
279.0,"Beautiful Creatures (Caster Chronicles, #1)",Kami Garcia,3.78,626319,2254,26,https://www.goodreads.com/book/show/6304335-beautiful-creatures,3,0
280.0,Macbeth,William Shakespeare,3.89,1053966,2250,28,https://www.goodreads.com/book/show/8852.Macbeth,3,2
281.0,The Historian,Elizabeth Kostova,3.8,281091,2243,26,https://www.goodreads.com/book/show/30236962-the-historian,3,0
282.0,"Stuck in Between (Bound by Your Love, #1)",Blakely Bennett,3.55,1269,2241,23,https://www.goodreads.com/book/show/20560304-stuck-in-between,3,0
283.0,"The A.B.C. Murders (Hercule Poirot, #13)",Agatha Christie,4.03,213940,2233,26,https://www.goodreads.com/book/show/16322.The_A_B_C_Murders,3,2
284.0,Making Hearts,Jack Getze,4.25,2187,2228,24,https://www.goodreads.com/book/show/56313556-making-hearts,3,1
284.0,"Her Name Is Knight (Nena Knight, #1)",Yasmin Angoe,4.31,13712,2228,23,https://www.goodreads.com/book/show/56985443-her-name-is-knight,3,1
286.0,Gabriel's Fire (The Men of Thorne Enterprises #2),Lotchie Burton,4.31,6787,2220,26,https://www.goodreads.com/book/show/41462526-gabriel-s-fire,3,1
287.0,This Is How You Lose the Time War,Amal El-Mohtar,3.82,372580,2209,23,https://www.goodreads.com/book/show/43352954-this-is-how-you-lose-the-time-war,3,0
288.0,The Last Time They Met,Anita Shreve,3.49,19263,2208,23,https://www.goodreads.com/book/show/96082.The_Last_Time_They_Met,3,0
289.0,The Bones at Point No Point (A Thomas Austin Crime Thriller #1),D.D. Black,4.22,24328,2203,23,https://www.goodreads.com/book/show/62100609-the-bones-at-point-no-point,3,1
290.0,"The Hawthorne Legacy (The Inheritance Games, #2)",Jennifer Lynn Barnes,4.18,668208,2186,25,https://www.goodreads.com/book/show/50531218-the-hawthorne-legacy,3,3
291.0,The Road,Cormac McCarthy,4.0,1085503,2163,28,https://www.goodreads.com/book/show/6288.The_Road,3,2
292.0,The Good Girl,Mary Kubica,3.8,295666,2133,25,https://www.goodreads.com/book/show/18812405-the-good-girl,3,0
293.0,Sidewinder (Rachel Hatch #11),L.T. Ryan,4.52,7790,2131,22,https://www.goodreads.com/book/show/148964801-sidewinder,3,1
294.0,Down in the Valley,Lisa Kaniut Cobb,4.38,1108,2128,24,https://www.goodreads.com/book/show/208354245-down-in-the-valley,3,1
295.0,Murder Board (Boston Crime Thriller #1),Brian Christopher Shea,4.18,6276,2114,22,https://www.goodreads.com/book/show/51248257-murder-board,3,1
296.0,Forever and Ever,Anthony Hulse,4.07,115,2108,22,https://www.goodreads.com/book/show/22450983-forever-and-ever,3,1
297.0,Where the Crawdads Sing,Delia Owens,4.37,3786577,2088,26,https://www.goodreads.com/book/show/36809135-where-the-crawdads-sing,3,3
298.0,Misery,Stephen King,4.22,857348,2072,25,https://www.goodreads.com/book/show/10614.Misery,3,3
299.0,The Weight of Water,Anita Shreve,3.65,30282,2052,23,https://www.goodreads.com/book/show/228534.The_Weight_of_Water,3,0
300.0,Eye for Eye (Talion #1),J.K. Franko,4.24,4249,2044,23,https://www.goodreads.com/book/show/43565225-eye-for-eye,3,1
301.0,"Body In The Woods (Jack Ludefance, #2)",Behcet Kaya,4.32,5587,2043,22,https://www.goodreads.com/book/show/48502633-body-in-the-woods,4,1
301.0,A Decade of Desire: Erotic Memoirs from The Office Diaries,Charles Dyson,4.36,730,2043,23,https://www.goodreads.com/book/show/57601103-a-decade-of-desire,4,1
303.0,The Little Prince,Antoine de Saint-Exupéry,4.34,2600098,2041,23,https://www.goodreads.com/book/show/157993.The_Little_Prince,4,3
303.0,The Trial of Joe Harlan Junior (Talion #0.5),J.K. Franko,4.32,913,2041,25,https://www.goodreads.com/book/show/90779476-the-trial-of-joe-harlan-junior,4,1
305.0,"Hunt Them Down (Pierce Hunt, #1)",Simon Gervais,4.28,12123,2027,21,https://www.goodreads.com/book/show/39884814-hunt-them-down,4,1
306.0,Tier One (Tier One #1),Brian Andrews,4.15,16183,2024,21,https://www.goodreads.com/book/show/30196482-tier-one,4,1
307.0,The Catcher in the Rye,J.D. Salinger,3.8,4006690,2022,27,https://www.goodreads.com/book/show/5107.The_Catcher_in_the_Rye,4,2
308.0,"The Bad Beginning (A Series of Unfortunate Events, #1)",Lemony Snicket,4.03,585715,2021,25,https://www.goodreads.com/book/show/78411.The_Bad_Beginning,4,3
308.0,The Frozen River,Ariel Lawhon,4.37,695160,2021,21,https://www.goodreads.com/book/show/112975658-the-frozen-river,4,3
310.0,"Daughter of the Moon Goddess (The Celestial Kingdom, #1)",Sue Lynn Tan,4.05,136679,2018,22,https://www.goodreads.com/book/show/57789637-daughter-of-the-moon-goddess,4,3
311.0,"Wicked Lovely (Wicked Lovely, #1)",Melissa Marr,3.7,166995,2012,23,https://www.goodreads.com/book/show/305234.Wicked_Lovely,4,0
311.0,Isabella Warrior Queen,Michael G. Kramer,4.3,5425,2012,24,https://www.goodreads.com/book/show/162017068-isabella-warrior-queen,4,1
313.0,"Death at a Highland Wedding (A Rip Through Time, #4)",Kelley Armstrong,4.24,6222,2009,21,https://www.goodreads.com/book/show/217387653-death-at-a-highland-wedding,4,1
314.0,In Any Lifetime,Marc Guggenheim,3.78,7432,2003,21,https://www.goodreads.com/book/show/198619824-in-any-lifetime,4,0
315.0,The Great Gatsby,F. Scott Fitzgerald,3.93,6131653,1990,26,https://www.goodreads.com/book/show/4671.The_Great_Gatsby,4,2
316.0,Median Gray,Bill Mesce Jr.,4.28,1995,1986,22,https://www.goodreads.com/book/show/54815513-median-gray,4,1
317.0,Sea of Tranquility,Emily St. John Mandel,4.04,314482,1980,21,https://www.goodreads.com/book/show/58446227-sea-of-tranquility,4,3
318.0,Crime and Punishment,Fyodor Dostoevsky,4.29,1153566,1970,23,https://www.goodreads.com/book/show/7144.Crime_and_Punishment,4,3
319.0,The Mousetrap and Other Plays,Agatha Christie,4.04,6713,1959,21,https://www.goodreads.com/book/show/121655.The_Mousetrap_and_Other_Plays,4,1
320.0,Galactic Energies,Luca Rossi,3.96,514,1957,20,https://www.goodreads.com/book/show/18224520-galactic-energies,4,1
321.0,Room,Emma Donoghue,4.08,848514,1954,25,https://www.goodreads.com/book/show/31685789-room,4,3
322.0,The V Girl: A Coming of Age Story,Mya Robarts,3.95,17058,1924,20,https://www.goodreads.com/book/show/25437891-the-v-girl,4,0
323.0,The Polymorph,Max Nowaz,4.28,21697,1918,24,https://www.goodreads.com/book/show/101265124-the-polymorph,4,1
324.0,"Daughter of the Forest (Sevenwaters, #1)",Juliet Marillier,4.29,73235,1909,21,https://www.goodreads.com/book/show/13928.Daughter_of_the_Forest,4,3
325.0,"Treacherous Estate (Jack Ludefance, #1)",Behcet Kaya,4.26,14805,1908,22,https://www.goodreads.com/book/show/40949958-treacherous-estate,4,1
326.0,Lost Boys,Orson Scott Card,3.62,9775,1907,20,https://www.goodreads.com/book/show/418273.Lost_Boys,4,0
