rank,book_name,author,rating_value,rating_count,meta_score_num,number_of_voted_num,book_url,page,Cluster
1064.0,Imperial Bedrooms,Bret Easton Ellis,3.2,21477,694,8,https://www.goodreads.com/book/show/7519866-imperial-bedrooms,11,0
1065.0,Howards End,E.M. Forster,3.96,96635,693,8,https://www.goodreads.com/book/show/38374795-howards-end,11,3
1065.0,"Case Histories (Jackson Brodie, #1)",Kate Atkinson,3.79,126969,693,9,https://www.goodreads.com/book/show/16243.Case_Histories,11,0
1067.0,"The Keeper of Lost Causes (Department Q, #1)",Jussi Adler-Olsen,4.01,98064,692,9,https://www.goodreads.com/book/show/10822858-the-keeper-of-lost-causes,11,3
1067.0,Just a Typo: The Cancellation of Celebrity Mo Riverlake,John Bennardo,4.3,192,692,8,https://www.goodreads.com/book/show/56788649-just-a-typo,11,1
1069.0,Choke,Chuck Palahniuk,3.71,224526,691,8,https://www.goodreads.com/book/show/29059.Choke,11,0
1070.0,"Turn on a Dime (Kathleen Turner, #1.5)",Tiffany Snow,4.27,3576,690,7,https://www.goodreads.com/book/show/17902328-turn-on-a-dime,11,1
1071.0,"Sandstorm (Sigma Force, #1)",James Rollins,3.96,55754,689,8,https://www.goodreads.com/book/show/183822.Sandstorm,11,3
1072.0,"The Throne of Fire (The Kane Chronicles, #2)",Rick Riordan,4.18,233485,687,9,https://www.goodreads.com/book/show/9067850-the-throne-of-fire,11,3
1072.0,A Taste of Peace,J.J. Sorel,4.25,224,687,8,https://www.goodreads.com/book/show/56825276-a-taste-of-peace,11,1
1074.0,Blank Slate,Tiffany Snow,3.88,2761,686,7,https://www.goodreads.com/book/show/17190940-blank-slate,11,0
1075.0,Hello Little Girl (Hart's Ridge #10),Kay Bratt,4.58,6438,685,7,https://www.goodreads.com/book/show/208474591-hello-little-girl,11,1
1076.0,"Sex, Drugs, and Cocoa Puffs: A Low Culture Manifesto",Chuck Klosterman,3.74,73312,684,8,https://www.goodreads.com/book/show/599.Sex_Drugs_and_Cocoa_Puffs,11,0
1076.0,"The Lost World (Jurassic Park, #2)",Michael Crichton,3.88,190465,684,9,https://www.goodreads.com/book/show/8650.The_Lost_World,11,0
1076.0,Riding the Devil (Harry Bauer #15),Blake Banner,4.52,3677,684,7,https://www.goodreads.com/book/show/63264104-riding-the-devil,11,1
1079.0,Roots of To-Be Templars (The Viking's Kurdish Love #3),Widad Akreyi,4.68,59,682,7,https://www.goodreads.com/book/show/57685312-roots-of-to-be-templars,11,1
1079.0,"The Arctic Incident (Artemis Fowl, #2)",Eoin Colfer,3.96,161688,682,8,https://www.goodreads.com/book/show/114955.The_Arctic_Incident,11,3
1081.0,My Dearest Miss Fairfax,Jeanette Watts,4.21,377,681,7,https://www.goodreads.com/book/show/60576339-my-dearest-miss-fairfax,11,1
1082.0,Familiar Scars,Christy Leigh Stewart,3.99,82,680,7,https://www.goodreads.com/book/show/6550857-familiar-scars,11,1
1082.0,A Wizard of Earthsea,Ursula K. Le Guin,4.01,376050,680,8,https://www.goodreads.com/book/show/13642.A_Wizard_of_Earthsea,11,3
1082.0,"The Emperor (The Emperor, the Son and the Thief, #1)",Robert Reid,4.3,4934,680,8,https://www.goodreads.com/book/show/55624426-the-emperor,11,1
1085.0,Walden,Michael T. Dolan,3.42,391,678,7,https://www.goodreads.com/book/show/2798647-walden,11,0
1085.0,Thirteen Reasons Why,Jay Asher,3.83,1037085,678,10,https://www.goodreads.com/book/show/29844228-thirteen-reasons-why,11,3
1087.0,Heartstones,Ruth Rendell,3.68,882,677,7,https://www.goodreads.com/book/show/361615.Heartstones,11,0
1087.0,"A Real Basket Case (Claire Hanover, Gift Basket Designer, #1)",Beth Groundwater,3.53,375,677,7,https://www.goodreads.com/book/show/923993.A_Real_Basket_Case,11,0
1087.0,Watch Her Fall,Erin Kelly,3.79,3515,677,7,https://www.goodreads.com/book/show/55584194-watch-her-fall,11,0
1090.0,"The False Prince (Ascendance, #1)",Jennifer A. Nielsen,4.24,113902,676,7,https://www.goodreads.com/book/show/12432220-the-false-prince,11,3
1090.0,"Hatchet (Brian's Saga, #1)",Gary Paulsen,3.8,465294,676,8,https://www.goodreads.com/book/show/50.Hatchet,11,0
1090.0,"In a Dark, Dark Wood",Ruth Ware,3.71,411020,676,9,https://www.goodreads.com/book/show/27834600-in-a-dark-dark-wood,11,0
1093.0,"1Q84 (1Q84, #1-3)",Haruki Murakami,3.95,348965,675,9,https://www.goodreads.com/book/show/10357575-1q84,11,3
1093.0,More Than This,Patrick Ness,3.94,71197,675,8,https://www.goodreads.com/book/show/21969786-more-than-this,11,3
1093.0,"Journal 64 (Department Q, #4)",Jussi Adler-Olsen,4.07,31713,675,8,https://www.goodreads.com/book/show/10008056-journal-64,11,3
1096.0,The Trouble With Being God,William F. Aicher,3.41,97,674,7,https://www.goodreads.com/book/show/3929410-the-trouble-with-being-god,11,0
1096.0,"Shadow and Bone (Shadow and Bone, #1)",Leigh Bardugo,3.91,1150846,674,8,https://www.goodreads.com/book/show/10194157-shadow-and-bone,11,3
1098.0,Tropical Dreams,Kelly Cozzone,4.3,128,672,7,https://www.goodreads.com/book/show/13269513-tropical-dreams,11,1
1098.0,The Running Man,Richard Bachman,3.87,180680,672,8,https://www.goodreads.com/book/show/11607.The_Running_Man,11,0
1100.0,Wayward Spirits (Witches of Palmetto Point #2),Wendy Wang,4.42,7619,671,7,https://www.goodreads.com/book/show/34457591-wayward-spirits,11,1
1101.0,London Fields,Martin Amis,3.66,13840,670,7,https://www.goodreads.com/book/show/18830.London_Fields,12,0
1101.0,Confidential Communications,J.R. Reardon,3.77,87,670,7,https://www.goodreads.com/book/show/4496091-confidential-communications,12,1
1101.0,"The Pale Horse (Ariadne Oliver, #5)",Agatha Christie,3.84,34368,670,8,https://www.goodreads.com/book/show/95382.The_Pale_Horse,12,0
1101.0,Ulysses,James Joyce,3.76,141560,670,9,https://www.goodreads.com/book/show/338798.Ulysses,12,0
1101.0,Death Comes to Pemberley,P.D. James,3.3,105248,670,8,https://www.goodreads.com/book/show/12875355-death-comes-to-pemberley,12,0
1106.0,"Three Dark Crowns (Three Dark Crowns, #1)",Kendare Blake,3.78,119800,669,8,https://www.goodreads.com/book/show/28374007-three-dark-crowns,12,0
1107.0,Portnoy’s Complaint,Philip Roth,3.7,75755,667,9,https://www.goodreads.com/book/show/43945.Portnoy_s_Complaint,12,0
1108.0,"The Hate U Give (The Hate U Give, #1)",Angie Thomas,4.45,1042036,666,8,https://www.goodreads.com/book/show/32075671-the-hate-u-give,12,3
1108.0,"Dragonflight (Dragonriders of Pern, #1)",Anne McCaffrey,4.07,145951,666,8,https://www.goodreads.com/book/show/61975.Dragonflight,12,3
1108.0,Stalker Stalked,Lee Matthew Goldberg,4.1,302,666,7,https://www.goodreads.com/book/show/58553366-stalker-stalked,12,1
1111.0,"Nate Rocks the World (Nate Rocks, #1)",Karen Pokras Toz,4.09,214,665,7,https://www.goodreads.com/book/show/11929846-nate-rocks-the-world,12,1
1111.0,Dangerous Girls,Abigail Haas,4.06,26036,665,8,https://www.goodreads.com/book/show/16074758-dangerous-girls,12,3
1111.0,"Now You See Me (Lacey Flint, #1)",Sharon J. Bolton,4.04,23512,665,8,https://www.goodreads.com/book/show/9783200-now-you-see-me,12,3
1114.0,Leaving Time,Jodi Picoult,4.0,209405,664,8,https://www.goodreads.com/book/show/18816603-leaving-time,12,3
1114.0,"Days of Blood & Starlight (Daughter of Smoke & Bone, #2)",Laini Taylor,4.13,172803,664,8,https://www.goodreads.com/book/show/12812550-days-of-blood-starlight,12,3
1114.0,You Shouldn't Be Here,Lauren Thoman,3.69,11143,664,7,https://www.goodreads.com/book/show/200035241-you-shouldn-t-be-here,12,0
1117.0,"Shadowfever (Fever, #5)",Karen Marie Moning,4.39,113763,663,7,https://www.goodreads.com/book/show/7304203-shadowfever,12,3
1117.0,Cracked Hearts,Linda Masemore Pirrung,4.28,122,663,7,https://www.goodreads.com/book/show/19548967-cracked-hearts,12,1
1117.0,Deehabta’s Song,Stephen Alder,4.39,282,663,8,https://www.goodreads.com/book/show/56689230-deehabta-s-song,12,1
1120.0,Outsiders: 22 All-New Stories From the Edge,Nancy Holder,3.41,105,661,7,https://www.goodreads.com/book/show/176144.Outsiders,12,0
1120.0,The Crucible,Arthur Miller,3.61,476161,661,8,https://www.goodreads.com/book/show/17250.The_Crucible,12,0
1120.0,"Bad Luck and Trouble (Jack Reacher, #11)",Lee Child,4.22,106727,661,8,https://www.goodreads.com/book/show/108942.Bad_Luck_and_Trouble,12,3
1120.0,Sleeping Beauties,Stephen King,3.73,98121,661,8,https://www.goodreads.com/book/show/34466922-sleeping-beauties,12,0
1120.0,The Darkest Part of the Forest,Holly Black,3.86,91163,661,8,https://www.goodreads.com/book/show/20958632-the-darkest-part-of-the-forest,12,0
1125.0,"The Dark Tower (Dark Tower, #7)",Stephen King,4.29,195217,660,8,https://www.goodreads.com/book/show/5091.The_Dark_Tower,12,3
1125.0,The Yiddish Policemen's Union,Michael Chabon,3.72,81796,660,8,https://www.goodreads.com/book/show/16703.The_Yiddish_Policemen_s_Union,12,0
1127.0,"Sabriel (Abhorsen, #1)",Garth Nix,4.16,221731,658,7,https://www.goodreads.com/book/show/518848.Sabriel,12,3
1128.0,Growth of the Soil,Knut Hamsun,4.22,14529,657,8,https://www.goodreads.com/book/show/342049.Growth_of_the_Soil,12,3
1129.0,Nurtured Evil,Anthony Hulse,4.57,58,656,7,https://www.goodreads.com/book/show/23288823-nurtured-evil,12,1
1129.0,"Will Grayson, Will Grayson",John Green,3.69,415606,656,7,https://www.goodreads.com/book/show/6567017-will-grayson-will-grayson,12,0
1131.0,The Secret Life of Bees,Sue Monk Kidd,4.1,1372193,654,8,https://www.goodreads.com/book/show/37435.The_Secret_Life_of_Bees,12,3
1131.0,"Truthwitch (The Witchlands, #1)",Susan Dennard,3.84,53856,654,7,https://www.goodreads.com/book/show/21414439-truthwitch,12,0
1133.0,Sister,Rosamund Lupton,3.77,56280,653,9,https://www.goodreads.com/book/show/8196732-sister,12,0
1133.0,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,4.56,806200,653,9,https://www.goodreads.com/book/show/22299763-crooked-kingdom,12,3
1135.0,Explosion in Paris,Linda Masemore Pirrung,3.6,2326,652,7,https://www.goodreads.com/book/show/6447501-explosion-in-paris,12,0
1136.0,"Pretties (Uglies, #2)",Scott Westerfeld,3.83,283411,650,8,https://www.goodreads.com/book/show/24768.Pretties,12,0
1136.0,Island,Aldous Huxley,3.84,37217,650,8,https://www.goodreads.com/book/show/5130.Island,12,0
1136.0,"Children of Blood and Bone (Legacy of Orïsha, #1)",Tomi Adeyemi,4.1,258722,650,8,https://www.goodreads.com/book/show/34728667-children-of-blood-and-bone,12,3
1136.0,"The Sanatorium (Detective Elin Warner, #1)",Sarah Pearse,3.36,209583,650,8,https://www.goodreads.com/book/show/56935099-the-sanatorium,12,0
1140.0,The Nightingale,Kristin Hannah,4.65,2368573,649,7,https://www.goodreads.com/book/show/21853621-the-nightingale,12,3
1140.0,"66 Metres (Nadia Laksheva Spy Thriller, #1)",J.F. Kirwan,4.21,687,649,7,https://www.goodreads.com/book/show/31675868-66-metres,12,1
1142.0,Drink Deep from the Well of Good Intentions (The Return To Charleston Book 1),Donald Montano,4.43,203,648,8,https://www.goodreads.com/book/show/57720637-drink-deep-from-the-well-of-good-intentions,12,1
1142.0,Ring Of Love,Marion Catteral,4.44,191,648,8,https://www.goodreads.com/book/show/132515354-ring-of-love,12,1
1144.0,"Shadow Kiss (Vampire Academy, #3)",Richelle Mead,4.33,384256,647,8,https://www.goodreads.com/book/show/2802316-shadow-kiss,12,3
1144.0,What Alice Forgot,Liane Moriarty,4.07,526251,647,9,https://www.goodreads.com/book/show/6469165-what-alice-forgot,12,3
1146.0,Orchard of Skeletons,Eli Wilde,4.21,1182,646,7,https://www.goodreads.com/book/show/123000232-orchard-of-skeletons,12,1
1147.0,All the Bright Places,Jennifer Niven,4.11,643277,645,8,https://www.goodreads.com/book/show/18460392-all-the-bright-places,12,3
1148.0,Memoirs of a Geisha,Arthur Golden,4.16,2143672,644,9,https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha,12,3
1148.0,Endless Night,Agatha Christie,3.81,47660,644,8,https://www.goodreads.com/book/show/16366.Endless_Night,12,0
1150.0,"Where She Went (If I Stay, #2)",Gayle Forman,3.96,307760,643,7,https://www.goodreads.com/book/show/8492825-where-she-went,12,3
1150.0,"The Body Farm (Kay Scarpetta, #5)",Patricia Cornwell,4.08,83871,643,8,https://www.goodreads.com/book/show/6539.The_Body_Farm,12,3
1152.0,"The Last Child (Johnny Merrimon, #1)",John Hart,4.15,47090,640,7,https://www.goodreads.com/book/show/5556466-the-last-child,12,3
1152.0,"The Girl Who Takes an Eye for an Eye (Millennium, #5)",David Lagercrantz,3.8,87137,640,9,https://www.goodreads.com/book/show/32599492-the-girl-who-takes-an-eye-for-an-eye,12,0
1152.0,"Echo Burning (Jack Reacher, #5)",Lee Child,4.05,111506,640,9,https://www.goodreads.com/book/show/455930.Echo_Burning,12,3
1155.0,"Wizard and Glass (The Dark Tower, #4)",Stephen King,4.27,227194,639,7,https://www.goodreads.com/book/show/5096.Wizard_and_Glass,12,3
1156.0,Jamaica Inn,Daphne du Maurier,3.9,63865,638,9,https://www.goodreads.com/book/show/18869967-jamaica-inn,12,0
1156.0,Quidditch Through the Ages,J.K. Rowling,3.79,191261,638,8,https://www.goodreads.com/book/show/111450.Quidditch_Through_the_Ages,12,0
1158.0,"The Year of the Flood (MaddAddam, #2)",Margaret Atwood,4.07,135795,637,9,https://www.goodreads.com/book/show/6080337-the-year-of-the-flood,12,3
1158.0,"3rd Degree (Women's Murder Club, #3)",James Patterson,4.08,106010,637,7,https://www.goodreads.com/book/show/13132.3rd_Degree,12,3
1160.0,Strangers on a Train,Patricia Highsmith,3.72,40461,636,7,https://www.goodreads.com/book/show/15677.Strangers_on_a_Train,12,0
1160.0,"Less (Arthur Less, #1)",Andrew Sean Greer,3.62,231453,636,8,https://www.goodreads.com/book/show/39927096-less,12,0
1162.0,Bleak House,Charles Dickens,4.02,116703,635,7,https://www.goodreads.com/book/show/31242.Bleak_House,12,3
1162.0,Nine Perfect Strangers,Liane Moriarty,3.56,493105,635,8,https://www.goodreads.com/book/show/39280445-nine-perfect-strangers,12,0
1162.0,A Stranger in the House,Shari Lapena,3.68,183797,635,8,https://www.goodreads.com/book/show/33984056-a-stranger-in-the-house,12,0
1165.0,"Guards! Guards! (Discworld, #8; City Watch, #1)",Terry Pratchett,4.34,244951,634,8,https://www.goodreads.com/book/show/64216.Guards_Guards_,12,3
1165.0,"Dreams of Winter (A Forgotten Gods Tale, #1)",Christian Warren Freed,4.34,513,634,7,https://www.goodreads.com/book/show/38109136-dreams-of-winter,12,1
1165.0,Amazonia,James Rollins,4.15,36079,634,7,https://www.goodreads.com/book/show/294047.Amazonia,12,3
1168.0,The Bloody Chamber and Other Stories,Angela Carter,3.89,67409,633,9,https://www.goodreads.com/book/show/49011.The_Bloody_Chamber_and_Other_Stories,12,0
1168.0,Our Souls at Night,Kent Haruf,3.92,88704,633,8,https://www.goodreads.com/book/show/23602562-our-souls-at-night,12,3
1168.0,"Alice's Adventures in Wonderland (Alice's Adventures in Wonderland, #1)",Lewis Carroll,3.99,452347,633,7,https://www.goodreads.com/book/show/60671823-alice-s-adventures-in-wonderland,12,3
1168.0,Another Sunny Day,D.K. Janotta,4.54,61,633,7,https://www.goodreads.com/book/show/55897948-another-sunny-day,12,1
1172.0,"Rules of Prey (Lucas Davenport, #1)",John Sandford,4.11,96812,632,8,https://www.goodreads.com/book/show/37301.Rules_of_Prey,12,3
1173.0,"The English Assassin (Gabriel Allon, #2)",Daniel Silva,4.17,46192,631,7,https://www.goodreads.com/book/show/93795.The_English_Assassin,12,3
1173.0,"Lioness Rampant (Song of the Lioness, #4)",Tamora Pierce,4.28,94227,631,8,https://www.goodreads.com/book/show/13837.Lioness_Rampant,12,3
1175.0,"Good Omens: The Nice and Accurate Prophecies of Agnes Nutter, Witch",Terry Pratchett,4.25,845579,630,8,https://www.goodreads.com/book/show/12067.Good_Omens,12,3
1175.0,The Pelican Brief,John Grisham,4.06,454194,630,7,https://www.goodreads.com/book/show/32499.The_Pelican_Brief,12,3
1177.0,The End of Everything,Megan Abbott,3.34,16271,628,8,https://www.goodreads.com/book/show/9596460-the-end-of-everything,12,0
1178.0,Rant: An Oral Biography of Buster Casey,Chuck Palahniuk,3.85,71498,627,8,https://www.goodreads.com/book/show/22285.Rant,12,0
1179.0,Vanishing Acts,Jodi Picoult,3.73,119884,626,8,https://www.goodreads.com/book/show/14865.Vanishing_Acts,12,0
1179.0,"The Goose Girl (The Books of Bayern, #1)",Shannon Hale,4.15,149814,626,7,https://www.goodreads.com/book/show/179064.The_Goose_Girl,12,3
1179.0,Brainwalker,Robyn Mundell,4.29,10082,626,7,https://www.goodreads.com/book/show/30346601-brainwalker,12,1
1179.0,"Sworn to Silence (Kate Burkholder, #1)",Linda Castillo,4.04,54307,626,8,https://www.goodreads.com/book/show/6115138-sworn-to-silence,12,3
1183.0,"I, Claudius (Claudius, #1)",Robert Graves,4.24,75289,625,10,https://www.goodreads.com/book/show/18765.I_Claudius,12,3
1183.0,The Rainmaker,John Grisham,4.02,211775,625,8,https://www.goodreads.com/book/show/5349.The_Rainmaker,12,3
1183.0,"The Devil Colony (Sigma Force, #7)",James Rollins,4.19,28504,625,8,https://www.goodreads.com/book/show/7202829-the-devil-colony,12,3
1183.0,God’s So Great!!! It’s a Storm Without God… It’s the Perfect Journey When You Know the Name of Jesus Is Guaranteed!!!: My Life Testimony: There’s No Excuse to Not Be Who You Want to Be…,Larry Taylor,4.26,136,625,7,https://www.goodreads.com/book/show/41787334-god-s-so-great-it-s-a-storm-without-god-it-s-the-perfect-journey-whe,12,1
1183.0,"The Beekeeper's Apprentice (Mary Russell and Sherlock Holmes, #1)",Laurie R. King,4.04,89604,625,7,https://www.goodreads.com/book/show/91661.The_Beekeeper_s_Apprentice,12,3
1183.0,"Wool Omnibus (Silo, #1)",Hugh Howey,4.22,291642,625,7,https://www.goodreads.com/book/show/13453029-wool-omnibus,12,3
1189.0,"Evil Under the Sun (Hercule Poirot, #23)",Agatha Christie,3.97,93101,624,7,https://www.goodreads.com/book/show/16305.Evil_Under_the_Sun,12,3
1189.0,Local Woman Missing,Mary Kubica,4.11,844091,624,8,https://www.goodreads.com/book/show/54737068-local-woman-missing,12,3
1189.0,Addicted to Time,Steven Decker,4.27,1068,624,7,https://www.goodreads.com/book/show/123271879-addicted-to-time,12,1
1189.0,The Familiars,Stacey Halls,3.87,55983,624,7,https://www.goodreads.com/book/show/39835415-the-familiars,12,0
1193.0,House of Sand and Fog,Andre Dubus III,3.86,137440,623,8,https://www.goodreads.com/book/show/38311414-house-of-sand-and-fog,12,0
1194.0,"The Amulet of Samarkand (Bartimaeus, #1)",Jonathan Stroud,4.04,136564,622,7,https://www.goodreads.com/book/show/334123.The_Amulet_of_Samarkand,12,3
1195.0,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,4.66,723398,621,7,https://www.goodreads.com/book/show/7235533-the-way-of-kings,12,3
1195.0,"Gathering Blue (Giver, #2)",Lois Lowry,3.83,215518,621,7,https://www.goodreads.com/book/show/12936.Gathering_Blue,12,0
1197.0,"The Neighbor (Detective D.D. Warren, #3)",Lisa Gardner,4.08,54143,620,7,https://www.goodreads.com/book/show/5422154-the-neighbor,12,3
1198.0,"Night Fall (John Corey, #3)",Nelson DeMille,4.15,37218,619,7,https://www.goodreads.com/book/show/40940631-night-fall,12,3
1199.0,"Moby-Dick or, The Whale",Herman Melville,3.57,634272,618,9,https://www.goodreads.com/book/show/153747.Moby_Dick_or_The_Whale,12,0
1200.0,Cat’s Cradle,Kurt Vonnegut Jr.,4.15,448692,617,9,https://www.goodreads.com/book/show/135479.Cat_s_Cradle,12,3
1200.0,I'm Just Saying: A Guide to Maintaining Civil Discourse in an Increasingly Divided World,Milan Kordestani,4.25,7540,617,7,https://www.goodreads.com/book/show/61271862-i-m-just-saying,13,1
1202.0,"Psycho (Psycho, #1)",Robert Bloch,4.13,80895,616,7,https://www.goodreads.com/book/show/156427.Psycho,13,3
1203.0,"The 5th Wave (The 5th Wave, #1)",Rick Yancey,4.0,485301,615,8,https://www.goodreads.com/book/show/16101128-the-5th-wave,13,3
1204.0,The Room,Hubert Selby Jr.,3.7,6714,614,7,https://www.goodreads.com/book/show/50274.The_Room,13,0
1204.0,"The Miniaturist (The Miniaturist, #1)",Jessie Burton,3.62,155625,614,8,https://www.goodreads.com/book/show/18498569-the-miniaturist,13,0
1204.0,"Abraham Lincoln: Vampire Hunter (Abraham Lincoln: Vampire Hunter, #1)",Seth Grahame-Smith,3.72,139555,614,8,https://www.goodreads.com/book/show/7108001-abraham-lincoln,13,0
1204.0,"God Is the Cure, Love Is the Answer: A Memoir",Aimee Cabo Nikolov,4.3,17056,614,7,https://www.goodreads.com/book/show/64653012-god-is-the-cure-love-is-the-answer,13,3
1208.0,"Open Season (Joe Pickett, #1)",C.J. Box,4.01,62782,613,8,https://www.goodreads.com/book/show/244102.Open_Season,13,3
1209.0,Time's Arrow,Martin Amis,3.76,18472,612,8,https://www.goodreads.com/book/show/23031.Time_s_Arrow,13,0
1209.0,"Elephants Can Remember (Hercule Poirot, #42)",Agatha Christie,3.66,51603,612,7,https://www.goodreads.com/book/show/148584.Elephants_Can_Remember,13,0
1211.0,A Severed Head,Iris Murdoch,3.75,7150,611,7,https://www.goodreads.com/book/show/11253.A_Severed_Head,13,0
1211.0,"Pray for Silence (Kate Burkholder, #2)",Linda Castillo,4.01,33113,611,7,https://www.goodreads.com/book/show/7315153-pray-for-silence,13,3
1213.0,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,4.52,1117607,609,8,https://www.goodreads.com/book/show/186074.The_Name_of_the_Wind,13,3
1214.0,"Seraphina (Seraphina, #1)",Rachel Hartman,3.94,90004,608,7,https://www.goodreads.com/book/show/19549841-seraphina,13,3
1215.0,The Rum Diary,Hunter S. Thompson,3.85,67451,607,7,https://www.goodreads.com/book/show/18864.The_Rum_Diary,13,0
1215.0,"Personal (Jack Reacher, #19)",Lee Child,3.99,86520,607,7,https://www.goodreads.com/book/show/20263040-personal,13,3
1215.0,"Clouds of Witness (Lord Peter Wimsey, #2)",Dorothy L. Sayers,3.97,26433,607,7,https://www.goodreads.com/book/show/192888.Clouds_of_Witness,13,3
1218.0,Murder O'Clock (Inspector Bee Thrillers Book 2),Phil Hall,4.43,257,606,7,https://www.goodreads.com/book/show/177619743-murder-o-clock,13,1
1219.0,"City of Heavenly Fire (The Mortal Instruments, #6)",Cassandra Clare,4.38,423869,604,8,https://www.goodreads.com/book/show/8755785-city-of-heavenly-fire,13,3
1219.0,The Silent Wife,A.S.A. Harrison,3.28,120357,604,8,https://www.goodreads.com/book/show/16171291-the-silent-wife,13,0
1219.0,Bad Blood: Secrets and Lies in a Silicon Valley Startup,John Carreyrou,4.4,288786,604,7,https://www.goodreads.com/book/show/37976541-bad-blood,13,3
1222.0,"American Pastoral (The American Trilogy, #1)",Philip Roth,3.95,91325,603,7,https://www.goodreads.com/book/show/11650.American_Pastoral,13,3
1222.0,"The Keepsake (Rizzoli & Isles, #7)",Tess Gerritsen,4.12,50292,603,7,https://www.goodreads.com/book/show/2653622-the-keepsake,13,3
1222.0,The Complete Stories and Poems,Edgar Allan Poe,4.4,300788,603,7,https://www.goodreads.com/book/show/23919.The_Complete_Stories_and_Poems,13,3
1222.0,Rock Paper Scissors,Alice Feeney,3.86,822738,603,7,https://www.goodreads.com/book/show/56269064-rock-paper-scissors,13,3
1222.0,"The Girl In The Toile Wallpaper (The Star Writers Trilogy, #1)",Mary K. Savarese,4.26,516,603,7,https://www.goodreads.com/book/show/58913233-the-girl-in-the-toile-wallpaper,13,1
1227.0,"A Trick of the Light (Chief Inspector Armand Gamache, #7)",Louise Penny,4.32,93347,602,9,https://www.goodreads.com/book/show/10680329-a-trick-of-the-light,13,3
1228.0,"Kidnapped Hearts (Band of Friends, #1)",Cait Jarrod,4.02,50,600,6,https://www.goodreads.com/book/show/17449049-kidnapped-hearts,13,1
1228.0,The Female of the Species,Mindy McGinnis,4.13,39597,600,7,https://www.goodreads.com/book/show/25812109-the-female-of-the-species,13,3
1228.0,Angel Maker,Barry B. Wright,4.7,23,600,6,https://www.goodreads.com/book/show/55964157-angel-maker,13,1
1228.0,Paper Targets: Art Can Be Murder,Steve S. Saroff,4.12,421,600,6,https://www.goodreads.com/book/show/62619183-paper-targets,13,1
1228.0,Streetlight People,Charlene Thomas,3.84,247,600,6,https://www.goodreads.com/book/show/207682242-streetlight-people,13,1
1233.0,"Witch in the Woods (Witch in the Woods, #1)",Taylor Ann Bunker,4.12,232,599,6,https://www.goodreads.com/book/show/19464292-witch-in-the-woods,13,1
1233.0,Angels at the Gate,T.K. Thorne,4.22,158,599,6,https://www.goodreads.com/book/show/23231687-angels-at-the-gate,13,1
1233.0,The Thousand Autumns of Jacob de Zoet,David Mitchell,4.03,68769,599,7,https://www.goodreads.com/book/show/7141642-the-thousand-autumns-of-jacob-de-zoet,13,3
1233.0,When You Reach Me,Rebecca Stead,4.08,118657,599,7,https://www.goodreads.com/book/show/5310515-when-you-reach-me,13,3
1233.0,Think Fast or Die,Simon W. Clark,4.13,146,599,6,https://www.goodreads.com/book/show/48678296-think-fast-or-die,13,1
1233.0,River Walk Murder: A Nick Fischer Novel,G.D. Obermiller,4.8,234,599,6,https://www.goodreads.com/book/show/235006254-river-walk-murder,13,1
1239.0,"A Job From Hell (Ancient Legends, #1)",Jayde Scott,3.57,8349,598,6,https://www.goodreads.com/book/show/11267847-a-job-from-hell,13,0
1239.0,Hunting Annabelle,Wendy Heard,3.51,2404,598,6,https://www.goodreads.com/book/show/35612376-hunting-annabelle,13,0
1239.0,"Silent in the Grave (Lady Julia Grey, #1)",Deanna Raybourn,3.91,28216,598,7,https://www.goodreads.com/book/show/267869.Silent_in_the_Grave,13,0
1242.0,"Clearly's Corruption (Witch In The Woods, #2)",Taylor Ann Bunker,4.43,42,597,6,https://www.goodreads.com/book/show/22404111-clearly-s-corruption,13,1
1242.0,"When Will There Be Good News? (Jackson Brodie, #3)",Kate Atkinson,4.0,54614,597,8,https://www.goodreads.com/book/show/3289281-when-will-there-be-good-news,13,3
1244.0,"Outside (Outside, #1)",Shalini Boland,3.45,3264,596,6,https://www.goodreads.com/book/show/10863979-outside,13,0
1244.0,The Terminal Connection,Dan Needles,3.65,147,596,6,https://www.goodreads.com/book/show/20647357-the-terminal-connection,13,0
1244.0,The Ocean at the End of the Lane,Neil Gaiman,4.01,666084,596,7,https://www.goodreads.com/book/show/15783514-the-ocean-at-the-end-of-the-lane,13,3
1244.0,"Perception of Life (Perception, #1)",Shandi Boyes,4.16,687,596,6,https://www.goodreads.com/book/show/31186452-perception-of-life,13,1
1244.0,All the Light We Cannot See,Anthony Doerr,4.3,2065979,596,8,https://www.goodreads.com/book/show/18143977-all-the-light-we-cannot-see,13,3
1244.0,"Fallen (Will Trent, #5)",Karin Slaughter,4.22,83058,596,7,https://www.goodreads.com/book/show/9635495-fallen,13,3
1244.0,No One Aboard,Emy McGuire,3.44,1134,596,6,https://www.goodreads.com/book/show/222818674-no-one-aboard,13,0
1251.0,"Guardian of Time (The Prophecies, #2)",Linda Hawley,4.13,167,595,6,https://www.goodreads.com/book/show/12969423-guardian-of-time,13,1
1251.0,Palette of Love,Ashok Kallarakkal,4.05,19,595,6,https://www.goodreads.com/book/show/18715583-palette-of-love,13,1
